NAME,data_type,type,year,percent,Vot
Colorado,Exemption,Medical Exemption,2020,0.2,NA
Colorado,Exemption,Medical Exemption,2018,0.2,NA
Colorado,Exemption,Medical Exemption,2017,0.2,NA
Colorado,Exemption,Medical Exemption,2016,0.1,NA
Colorado,Exemption,Medical Exemption,2015,0.1,NA
Colorado,Exemption,Medical Exemption,2014,0.1,NA
Colorado,Exemption,Medical Exemption,2013,0.3,NA
Colorado,Exemption,Medical Exemption,2012,NA,NA
Colorado,Exemption,Medical Exemption,2011,NA,NA
Colorado,Exemption,Medical Exemption,2010,NA,NA
Colorado,Exemption,Any Exemption,2019,4.9,NA
Colorado,Exemption,Any Exemption,2018,4.7,NA
Colorado,Exemption,Any Exemption,2017,3.6,NA
Colorado,Exemption,Any Exemption,2016,4.3,NA
Colorado,Exemption,Any Exemption,2015,5.4,NA
Colorado,Exemption,Any Exemption,2014,4.6,NA
Colorado,Exemption,Any Exemption,2013,4.3,NA
Colorado,Exemption,Any Exemption,2010,NA,NA
Colorado,Exemption,Non-Medical Exemption,2022,3,NA
Colorado,Exemption,Any Exemption,2021,4.2,NA
Colorado,Exemption,Any Exemption,2020,4.9,NA
Colorado,Exemption,Any Exemption,2022,3.2,NA
Colorado,Exemption,Non-Medical Exemption,2020,4.7,NA
Colorado,Exemption,Non-Medical Exemption,2021,4,NA
Colorado,Exemption,Non-Medical Exemption,2019,4.7,NA
Colorado,Exemption,Non-Medical Exemption,2018,4.5,NA
Colorado,Exemption,Non-Medical Exemption,2017,NA,NA
Colorado,Exemption,Any Exemption,2011,NA,NA
Colorado,Exemption,Any Exemption,2012,5.6,NA
Colorado,Exemption,Non-Medical Exemption,2016,4.3,NA
Colorado,Exemption,Non-Medical Exemption,2015,5.4,NA
Colorado,Exemption,Non-Medical Exemption,2014,4.6,NA
Colorado,Exemption,Non-Medical Exemption,2013,4,NA
Colorado,Exemption,Non-Medical Exemption,2012,NA,NA
Colorado,Exemption,Non-Medical Exemption,2011,NA,NA
Colorado,Exemption,Non-Medical Exemption,2010,NA,NA
New York,Exemption,Any Exemption,2023,0.1,NA
New York,Exemption,Medical Exemption,2023,0.1,NA
Hawaii,Exemption,Any Exemption,2023,6.4,NA
Hawaii,Exemption,Medical Exemption,2023,0.6,NA
Hawaii,Exemption,Non-Medical Exemption,2023,5.8,NA
Arizona,Exemption,Non-Medical Exemption,2017,4.9,NA
Arizona,Exemption,Non-Medical Exemption,2018,5.3,NA
Arizona,Exemption,Non-Medical Exemption,2019,5.9,NA
Arizona,Exemption,Non-Medical Exemption,2020,5.4,NA
Arizona,Exemption,Non-Medical Exemption,2021,5.4,NA
Arizona,Exemption,Non-Medical Exemption,2010,2.8,NA
Arizona,Exemption,Non-Medical Exemption,2011,NA,NA
Arizona,Exemption,Non-Medical Exemption,2012,3.5,NA
Arizona,Exemption,Non-Medical Exemption,2013,3.9,NA
Arizona,Exemption,Non-Medical Exemption,2014,4.7,NA
Arizona,Exemption,Non-Medical Exemption,2015,4.6,NA
Arizona,Exemption,Non-Medical Exemption,2016,4.5,NA
Arizona,Exemption,Any Exemption,2011,NA,NA
Arizona,Exemption,Any Exemption,2019,6,NA
Arizona,Exemption,Any Exemption,2012,3.7,NA
Arizona,Exemption,Any Exemption,2013,4.2,NA
Arizona,Exemption,Any Exemption,2014,4.9,NA
Arizona,Exemption,Any Exemption,2015,4.8,NA
Arizona,Exemption,Any Exemption,2016,4.7,NA
Arizona,Exemption,Any Exemption,2017,5.1,NA
Arizona,Exemption,Any Exemption,2018,5.8,NA
Arizona,Exemption,Non-Medical Exemption,2022,6.5,NA
Arizona,Exemption,Any Exemption,2010,3,NA
Arizona,Exemption,Any Exemption,2020,5.5,NA
Arizona,Exemption,Any Exemption,2021,5.5,NA
Arizona,Exemption,Any Exemption,2022,6.8,NA
Arizona,Exemption,Medical Exemption,2010,0.2,NA
Arizona,Exemption,Medical Exemption,2011,NA,NA
Arizona,Exemption,Medical Exemption,2012,0.3,NA
Arizona,Exemption,Medical Exemption,2013,0.3,NA
Arizona,Exemption,Medical Exemption,2014,0.2,NA
Arizona,Exemption,Medical Exemption,2015,0.1,NA
Arizona,Exemption,Medical Exemption,2016,0.2,NA
Arizona,Exemption,Medical Exemption,2017,0.2,NA
Arizona,Exemption,Medical Exemption,2018,0.5,NA
Arizona,Exemption,Medical Exemption,2019,0.1,NA
Arizona,Exemption,Medical Exemption,2020,0.2,NA
Arizona,Exemption,Medical Exemption,2021,0.1,NA
Arizona,Exemption,Medical Exemption,2022,0.4,NA
Arizona,Exemption,Medical Exemption,2025,0.1,NA
Arizona,Exemption,Non-Medical Exemption,2025,9,NA
Arizona,Exemption,Any Exemption,2025,9.1,NA
Arizona,Exemption,Medical Exemption,2024,0.4,NA
Arizona,Exemption,Non-Medical Exemption,2024,8.1,NA
Arizona,Exemption,Any Exemption,2024,8.5,NA
Wisconsin,Exemption,Any Exemption,2021,5.2,NA
Wisconsin,Exemption,Any Exemption,2020,5.7,NA
Wisconsin,Exemption,Any Exemption,2019,5.9,NA
Wisconsin,Exemption,Medical Exemption,2019,0.2,NA
Wisconsin,Exemption,Medical Exemption,2020,0.2,NA
Wisconsin,Exemption,Medical Exemption,2021,0.2,NA
Wisconsin,Exemption,Any Exemption,2013,4.5,NA
Wisconsin,Exemption,Any Exemption,2014,4.9,NA
Wisconsin,Exemption,Any Exemption,2015,5.3,NA
Wisconsin,Exemption,Any Exemption,2016,3.3,NA
Wisconsin,Exemption,Any Exemption,2017,5.5,NA
Wisconsin,Exemption,Any Exemption,2018,5.4,NA
Wisconsin,Exemption,Any Exemption,2012,4.5,NA
Wisconsin,Exemption,Any Exemption,2011,NA,NA
Wisconsin,Exemption,Non-Medical Exemption,2016,2.9,NA
Wisconsin,Exemption,Any Exemption,2010,3.7,NA
Wisconsin,Exemption,Non-Medical Exemption,2022,6,NA
Wisconsin,Exemption,Medical Exemption,2012,0.4,NA
Wisconsin,Exemption,Medical Exemption,2011,NA,NA
Wisconsin,Exemption,Medical Exemption,2013,0.5,NA
Wisconsin,Exemption,Medical Exemption,2015,0.4,NA
Wisconsin,Exemption,Medical Exemption,2016,0.3,NA
Wisconsin,Exemption,Medical Exemption,2017,0.3,NA
Wisconsin,Exemption,Medical Exemption,2018,0.2,NA
Wisconsin,Exemption,Medical Exemption,2014,0.1,NA
Wisconsin,Exemption,Medical Exemption,2010,0.6,NA
Wisconsin,Exemption,Medical Exemption,2025,0.5,NA
Wisconsin,Exemption,Non-Medical Exemption,2025,6.3,NA
Wisconsin,Exemption,Any Exemption,2025,7.6,NA
Wisconsin,Exemption,Any Exemption,2024,7.7,NA
Wisconsin,Exemption,Non-Medical Exemption,2024,6.2,NA
Wisconsin,Exemption,Medical Exemption,2024,0.4,NA
Wisconsin,Exemption,Non-Medical Exemption,2017,5.2,NA
Wisconsin,Exemption,Medical Exemption,2022,0.3,NA
Wisconsin,Exemption,Non-Medical Exemption,2020,5.5,NA
Wisconsin,Exemption,Non-Medical Exemption,2021,4.9,NA
Wisconsin,Exemption,Non-Medical Exemption,2019,5.6,NA
Wisconsin,Exemption,Non-Medical Exemption,2018,5.2,NA
Wisconsin,Exemption,Non-Medical Exemption,2010,3.1,NA
Wisconsin,Exemption,Non-Medical Exemption,2011,NA,NA
Wisconsin,Exemption,Non-Medical Exemption,2012,4.1,NA
Wisconsin,Exemption,Non-Medical Exemption,2013,4,NA
Wisconsin,Exemption,Non-Medical Exemption,2014,4.8,NA
Wisconsin,Exemption,Non-Medical Exemption,2015,4.9,NA
Wisconsin,Exemption,Any Exemption,2022,6.3,NA
South Carolina,Exemption,Medical Exemption,2015,0.1,NA
South Carolina,Exemption,Medical Exemption,2016,0.1,NA
South Carolina,Exemption,Medical Exemption,2017,0.1,NA
South Carolina,Exemption,Medical Exemption,2018,0.2,NA
Rhode Island,Exemption,Any Exemption,2023,1.5,NA
Rhode Island,Exemption,Medical Exemption,2023,0.1,NA
Rhode Island,Exemption,Non-Medical Exemption,2023,1.4,NA
Rhode Island,Exemption,Medical Exemption,2010,0.3,NA
Rhode Island,Exemption,Medical Exemption,2018,0.1,NA
Rhode Island,Exemption,Medical Exemption,2017,0.2,NA
Rhode Island,Exemption,Medical Exemption,2016,0.2,NA
Rhode Island,Exemption,Medical Exemption,2015,0.2,NA
Rhode Island,Exemption,Medical Exemption,2021,0.1,NA
Rhode Island,Exemption,Medical Exemption,2020,0.2,NA
Rhode Island,Exemption,Medical Exemption,2019,0.1,NA
Rhode Island,Exemption,Medical Exemption,2014,0.3,NA
Rhode Island,Exemption,Medical Exemption,2013,0.4,NA
Rhode Island,Exemption,Medical Exemption,2011,NA,NA
Rhode Island,Exemption,Medical Exemption,2012,0.3,NA
Rhode Island,Exemption,Non-Medical Exemption,2017,1,NA
Rhode Island,Exemption,Non-Medical Exemption,2018,1,NA
Rhode Island,Exemption,Non-Medical Exemption,2019,1.1,NA
Rhode Island,Exemption,Non-Medical Exemption,2020,1,NA
Rhode Island,Exemption,Non-Medical Exemption,2021,0.9,NA
Rhode Island,Exemption,Any Exemption,2022,1.2,NA
Rhode Island,Exemption,Medical Exemption,2022,0.1,NA
Rhode Island,Exemption,Any Exemption,2020,1.3,NA
Rhode Island,Exemption,Any Exemption,2021,1,NA
Rhode Island,Exemption,Non-Medical Exemption,2016,0.9,NA
Rhode Island,Exemption,Non-Medical Exemption,2015,0.9,NA
Rhode Island,Exemption,Non-Medical Exemption,2014,0.7,NA
Rhode Island,Exemption,Non-Medical Exemption,2013,0.8,NA
Rhode Island,Exemption,Non-Medical Exemption,2012,0.7,NA
Rhode Island,Exemption,Non-Medical Exemption,2011,NA,NA
Rhode Island,Exemption,Non-Medical Exemption,2010,0.2,NA
Rhode Island,Exemption,Any Exemption,2010,0.5,NA
Rhode Island,Exemption,Non-Medical Exemption,2022,1.1,NA
Rhode Island,Exemption,Any Exemption,2011,NA,NA
Rhode Island,Exemption,Any Exemption,2012,1,NA
Rhode Island,Exemption,Any Exemption,2018,1.1,NA
Rhode Island,Exemption,Any Exemption,2017,1.2,NA
Rhode Island,Exemption,Any Exemption,2016,1.1,NA
Rhode Island,Exemption,Any Exemption,2015,1.1,NA
Rhode Island,Exemption,Any Exemption,2014,1,NA
Rhode Island,Exemption,Any Exemption,2013,1.1,NA
Rhode Island,Exemption,Any Exemption,2019,1.3,NA
Rhode Island,Exemption,Medical Exemption,2025,0.2,NA
Rhode Island,Exemption,Non-Medical Exemption,2025,1.7,NA
Rhode Island,Exemption,Any Exemption,2025,1.9,NA
Rhode Island,Exemption,Medical Exemption,2024,0.1,NA
Rhode Island,Exemption,Non-Medical Exemption,2024,1.5,NA
Rhode Island,Exemption,Any Exemption,2024,1.7,NA
Maine,Exemption,Any Exemption,2023,0.9,NA
Maine,Exemption,Medical Exemption,2023,0.8,NA
Maine,Exemption,Non-Medical Exemption,2023,0.1,NA
Maine,Exemption,Any Exemption,2025,0.8,NA
Maine,Exemption,Medical Exemption,2025,0.8,NA
Maine,Exemption,Any Exemption,2024,1,NA
Maine,Exemption,Non-Medical Exemption,2024,0.1,NA
Maine,Exemption,Medical Exemption,2024,0.9,NA
Oregon,Exemption,Any Exemption,2023,8.2,NA
Oregon,Exemption,Medical Exemption,2023,0.1,NA
Oregon,Exemption,Non-Medical Exemption,2023,8.1,NA
South Carolina,Exemption,Non-Medical Exemption,2023,3.9,NA
South Carolina,Exemption,Medical Exemption,2023,0.2,NA
South Carolina,Exemption,Any Exemption,2023,4.1,NA
Connecticut,Exemption,Medical Exemption,2011,NA,NA
Connecticut,Exemption,Medical Exemption,2012,0.3,NA
Connecticut,Exemption,Medical Exemption,2013,0.3,NA
Connecticut,Exemption,Medical Exemption,2014,0.3,NA
Connecticut,Exemption,Medical Exemption,2010,0.2,NA
Connecticut,Exemption,Medical Exemption,2020,0.2,NA
Connecticut,Exemption,Medical Exemption,2019,0.2,NA
Connecticut,Exemption,Medical Exemption,2021,0.2,NA
Connecticut,Exemption,Medical Exemption,2022,0.3,NA
Connecticut,Exemption,Medical Exemption,2015,0.3,NA
Connecticut,Exemption,Medical Exemption,2016,0.3,NA
Connecticut,Exemption,Medical Exemption,2017,0.3,NA
Connecticut,Exemption,Medical Exemption,2018,0.3,NA
Connecticut,Exemption,Non-Medical Exemption,2017,1.8,NA
Connecticut,Exemption,Non-Medical Exemption,2018,2,NA
Connecticut,Exemption,Non-Medical Exemption,2019,2.5,NA
Connecticut,Exemption,Non-Medical Exemption,2021,2.3,NA
Connecticut,Exemption,Non-Medical Exemption,2020,2.3,NA
Connecticut,Exemption,Medical Exemption,2025,0.4,NA
Connecticut,Exemption,Non-Medical Exemption,2025,0.1,NA
Connecticut,Exemption,Any Exemption,2025,0.4,NA
Connecticut,Exemption,Medical Exemption,2024,0.4,NA
Connecticut,Exemption,Non-Medical Exemption,2024,0.1,NA
Connecticut,Exemption,Any Exemption,2024,0.5,NA
Connecticut,Exemption,Any Exemption,2019,2.7,NA
Connecticut,Exemption,Any Exemption,2022,2.3,NA
Connecticut,Exemption,Any Exemption,2020,2.5,NA
Connecticut,Exemption,Any Exemption,2021,2.6,NA
Connecticut,Exemption,Non-Medical Exemption,2022,2.1,NA
Connecticut,Exemption,Any Exemption,2010,1.1,NA
Connecticut,Exemption,Non-Medical Exemption,2010,0.8,NA
Connecticut,Exemption,Non-Medical Exemption,2011,NA,NA
Connecticut,Exemption,Non-Medical Exemption,2012,1,NA
Connecticut,Exemption,Non-Medical Exemption,2013,1.4,NA
Connecticut,Exemption,Non-Medical Exemption,2014,1.6,NA
Connecticut,Exemption,Non-Medical Exemption,2015,1.6,NA
Connecticut,Exemption,Non-Medical Exemption,2016,1.7,NA
Connecticut,Exemption,Any Exemption,2013,1.7,NA
Connecticut,Exemption,Any Exemption,2014,1.9,NA
Connecticut,Exemption,Any Exemption,2015,1.9,NA
Connecticut,Exemption,Any Exemption,2016,2,NA
Connecticut,Exemption,Any Exemption,2017,2.1,NA
Connecticut,Exemption,Any Exemption,2018,2.3,NA
Connecticut,Exemption,Any Exemption,2012,1.3,NA
Connecticut,Exemption,Any Exemption,2011,NA,NA
Virginia,Exemption,Medical Exemption,2025,0.3,NA
Virginia,Exemption,Non-Medical Exemption,2025,2.4,NA
Virginia,Exemption,Any Exemption,2025,2.7,NA
Virginia,Exemption,Medical Exemption,2024,0.3,NA
Virginia,Exemption,Non-Medical Exemption,2024,2.1,NA
Virginia,Exemption,Any Exemption,2024,2.4,NA
Virginia,Exemption,Any Exemption,2020,1.7,NA
Virginia,Exemption,Any Exemption,2021,1.5,NA
Virginia,Exemption,Any Exemption,2022,1.8,NA
Virginia,Exemption,Any Exemption,2010,0.9,NA
Virginia,Exemption,Non-Medical Exemption,2022,1.5,NA
Virginia,Exemption,Any Exemption,2019,1.7,NA
Virginia,Exemption,Medical Exemption,2010,0.2,NA
Virginia,Exemption,Medical Exemption,2018,0.4,NA
Virginia,Exemption,Medical Exemption,2017,0.2,NA
Virginia,Exemption,Medical Exemption,2016,0.3,NA
Virginia,Exemption,Medical Exemption,2015,0.3,NA
Virginia,Exemption,Any Exemption,2018,1.5,NA
Virginia,Exemption,Any Exemption,2017,1.2,NA
Virginia,Exemption,Any Exemption,2016,1.2,NA
Virginia,Exemption,Any Exemption,2015,1.1,NA
Virginia,Exemption,Any Exemption,2014,0.6,NA
Virginia,Exemption,Any Exemption,2013,0.5,NA
Virginia,Exemption,Any Exemption,2011,NA,NA
Virginia,Exemption,Any Exemption,2012,1,NA
Virginia,Exemption,Medical Exemption,2014,0.2,NA
Virginia,Exemption,Medical Exemption,2013,0.1,NA
Virginia,Exemption,Medical Exemption,2011,NA,NA
Virginia,Exemption,Medical Exemption,2012,0.3,NA
Virginia,Exemption,Medical Exemption,2021,0.2,NA
Virginia,Exemption,Medical Exemption,2020,0.3,NA
Virginia,Exemption,Medical Exemption,2019,0.3,NA
Virginia,Exemption,Non-Medical Exemption,2016,0.9,NA
Virginia,Exemption,Non-Medical Exemption,2015,0.8,NA
Virginia,Exemption,Non-Medical Exemption,2014,0.4,NA
Virginia,Exemption,Non-Medical Exemption,2013,0.4,NA
Virginia,Exemption,Non-Medical Exemption,2012,0.8,NA
Virginia,Exemption,Non-Medical Exemption,2011,NA,NA
Virginia,Exemption,Non-Medical Exemption,2010,0.7,NA
Virginia,Exemption,Non-Medical Exemption,2017,1,NA
Virginia,Exemption,Non-Medical Exemption,2018,1.1,NA
Virginia,Exemption,Non-Medical Exemption,2019,1.4,NA
Virginia,Exemption,Non-Medical Exemption,2020,1.4,NA
Virginia,Exemption,Non-Medical Exemption,2021,1.2,NA
Virginia,Exemption,Medical Exemption,2022,0.3,NA
Ohio,Exemption,Medical Exemption,2010,0.2,NA
Ohio,Exemption,Any Exemption,2021,2.5,NA
Ohio,Exemption,Any Exemption,2020,2.8,NA
Ohio,Exemption,Any Exemption,2019,2.9,NA
Ohio,Exemption,Any Exemption,2010,1.4,NA
Ohio,Exemption,Non-Medical Exemption,2022,2.8,NA
Ohio,Exemption,Medical Exemption,2014,0.2,NA
Ohio,Exemption,Medical Exemption,2013,0.4,NA
Ohio,Exemption,Medical Exemption,2012,0.2,NA
Ohio,Exemption,Medical Exemption,2011,NA,NA
Ohio,Exemption,Medical Exemption,2021,0.2,NA
Ohio,Exemption,Medical Exemption,2019,0.2,NA
Ohio,Exemption,Medical Exemption,2020,0.2,NA
Ohio,Exemption,Medical Exemption,2018,0.2,NA
Ohio,Exemption,Medical Exemption,2017,0.3,NA
Ohio,Exemption,Medical Exemption,2016,0.2,NA
Ohio,Exemption,Medical Exemption,2015,0.3,NA
Ohio,Exemption,Medical Exemption,2022,0.2,NA
Ohio,Exemption,Non-Medical Exemption,2013,1.6,NA
Ohio,Exemption,Non-Medical Exemption,2012,1.3,NA
Ohio,Exemption,Non-Medical Exemption,2011,NA,NA
Ohio,Exemption,Non-Medical Exemption,2010,1.2,NA
Ohio,Exemption,Non-Medical Exemption,2015,1.8,NA
Ohio,Exemption,Non-Medical Exemption,2014,1.8,NA
Ohio,Exemption,Non-Medical Exemption,2016,2,NA
Ohio,Exemption,Any Exemption,2011,NA,NA
Ohio,Exemption,Any Exemption,2012,1.5,NA
Ohio,Exemption,Any Exemption,2018,2.6,NA
Ohio,Exemption,Any Exemption,2017,2.4,NA
Ohio,Exemption,Any Exemption,2016,2.3,NA
Ohio,Exemption,Any Exemption,2015,2.1,NA
Ohio,Exemption,Any Exemption,2013,2,NA
Ohio,Exemption,Any Exemption,2014,2,NA
Ohio,Exemption,Any Exemption,2022,3,NA
Ohio,Exemption,Non-Medical Exemption,2017,2.1,NA
Ohio,Exemption,Non-Medical Exemption,2019,2.6,NA
Ohio,Exemption,Non-Medical Exemption,2018,2.3,NA
Ohio,Exemption,Non-Medical Exemption,2021,2.4,NA
Ohio,Exemption,Non-Medical Exemption,2020,2.6,NA
Ohio,Exemption,Any Exemption,2024,4.2,NA
Ohio,Exemption,Non-Medical Exemption,2024,4,NA
Ohio,Exemption,Medical Exemption,2024,0.2,NA
Ohio,Exemption,Any Exemption,2025,4.7,NA
Ohio,Exemption,Non-Medical Exemption,2025,4.5,NA
Ohio,Exemption,Medical Exemption,2025,0.2,NA
Maine,Exemption,Non-Medical Exemption,2022,0.3,NA
Maine,Exemption,Any Exemption,2010,3.3,NA
Maine,Exemption,Any Exemption,2011,NA,NA
Maine,Exemption,Any Exemption,2016,4.5,NA
Maine,Exemption,Any Exemption,2015,4.4,NA
Maine,Exemption,Any Exemption,2014,5.5,NA
Maine,Exemption,Any Exemption,2013,4.3,NA
Maine,Exemption,Any Exemption,2018,5.3,NA
Maine,Exemption,Any Exemption,2017,5,NA
Maine,Exemption,Any Exemption,2012,3.9,NA
Maine,Exemption,Medical Exemption,2010,0.3,NA
Maine,Exemption,Any Exemption,2022,1.8,NA
Maine,Exemption,Any Exemption,2019,6.2,NA
Maine,Exemption,Any Exemption,2021,4.5,NA
Maine,Exemption,Any Exemption,2020,5.9,NA
Maine,Exemption,Medical Exemption,2022,1.5,NA
Maine,Exemption,Medical Exemption,2021,0.5,NA
Maine,Exemption,Medical Exemption,2019,0.6,NA
Maine,Exemption,Medical Exemption,2020,0.3,NA
Maine,Exemption,Medical Exemption,2014,0.4,NA
Maine,Exemption,Medical Exemption,2013,0.4,NA
Maine,Exemption,Medical Exemption,2012,0.4,NA
Maine,Exemption,Medical Exemption,2011,NA,NA
Maine,Exemption,Medical Exemption,2018,0.3,NA
Maine,Exemption,Medical Exemption,2017,0.2,NA
Maine,Exemption,Medical Exemption,2016,0.5,NA
Maine,Exemption,Medical Exemption,2015,0.5,NA
Maine,Exemption,Non-Medical Exemption,2013,3.9,NA
Maine,Exemption,Non-Medical Exemption,2012,3.5,NA
Maine,Exemption,Non-Medical Exemption,2011,NA,NA
Maine,Exemption,Non-Medical Exemption,2010,3,NA
Maine,Exemption,Non-Medical Exemption,2015,3.9,NA
Maine,Exemption,Non-Medical Exemption,2014,5.2,NA
Maine,Exemption,Non-Medical Exemption,2016,4,NA
Maine,Exemption,Non-Medical Exemption,2020,5.6,NA
Maine,Exemption,Non-Medical Exemption,2021,4.1,NA
Maine,Exemption,Non-Medical Exemption,2019,5.6,NA
Maine,Exemption,Non-Medical Exemption,2018,5,NA
Maine,Exemption,Non-Medical Exemption,2017,4.8,NA
Georgia,Exemption,Any Exemption,2020,3,NA
Georgia,Exemption,Any Exemption,2021,2.9,NA
Georgia,Exemption,Any Exemption,2019,2.5,NA
Georgia,Exemption,Any Exemption,2022,4.7,NA
Georgia,Exemption,Non-Medical Exemption,2017,2.7,NA
Georgia,Exemption,Non-Medical Exemption,2018,2.6,NA
Georgia,Exemption,Non-Medical Exemption,2019,2.4,NA
Georgia,Exemption,Non-Medical Exemption,2021,2.8,NA
Georgia,Exemption,Non-Medical Exemption,2020,2.9,NA
Georgia,Exemption,Non-Medical Exemption,2010,1,NA
Georgia,Exemption,Non-Medical Exemption,2011,NA,NA
Georgia,Exemption,Non-Medical Exemption,2012,1.2,NA
Georgia,Exemption,Non-Medical Exemption,2013,2.2,NA
Georgia,Exemption,Non-Medical Exemption,2014,1.7,NA
Georgia,Exemption,Non-Medical Exemption,2015,2,NA
Georgia,Exemption,Non-Medical Exemption,2016,1.8,NA
Georgia,Exemption,Any Exemption,2011,NA,NA
Georgia,Exemption,Any Exemption,2012,1.3,NA
Georgia,Exemption,Non-Medical Exemption,2022,4.5,NA
Georgia,Exemption,Any Exemption,2010,1.1,NA
Georgia,Exemption,Any Exemption,2017,2.8,NA
Georgia,Exemption,Any Exemption,2018,2.7,NA
Georgia,Exemption,Any Exemption,2013,2.3,NA
Georgia,Exemption,Any Exemption,2014,1.8,NA
Georgia,Exemption,Any Exemption,2015,2.1,NA
Georgia,Exemption,Any Exemption,2016,1.9,NA
Georgia,Exemption,Medical Exemption,2015,0.1,NA
Georgia,Exemption,Medical Exemption,2016,0.1,NA
Georgia,Exemption,Medical Exemption,2017,0.1,NA
Georgia,Exemption,Medical Exemption,2018,0.1,NA
Georgia,Exemption,Medical Exemption,2010,0.1,NA
Georgia,Exemption,Medical Exemption,2020,0.1,NA
Georgia,Exemption,Medical Exemption,2019,0.1,NA
Georgia,Exemption,Medical Exemption,2021,0.1,NA
Georgia,Exemption,Medical Exemption,2011,NA,NA
Georgia,Exemption,Medical Exemption,2012,0.1,NA
Georgia,Exemption,Medical Exemption,2013,0.1,NA
Georgia,Exemption,Medical Exemption,2014,0.1,NA
Georgia,Exemption,Medical Exemption,2022,0.2,NA
Georgia,Exemption,Medical Exemption,2024,0.1,NA
Georgia,Exemption,Non-Medical Exemption,2024,3.5,NA
Georgia,Exemption,Any Exemption,2024,3.6,NA
Georgia,Exemption,Medical Exemption,2025,0.1,NA
Georgia,Exemption,Non-Medical Exemption,2025,4.7,NA
Georgia,Exemption,Any Exemption,2025,4.8,NA
Iowa,Exemption,Any Exemption,2022,2.4,NA
Iowa,Exemption,Any Exemption,2021,2.2,NA
Iowa,Exemption,Any Exemption,2020,2.5,NA
Iowa,Exemption,Any Exemption,2019,2.4,NA
Iowa,Exemption,Non-Medical Exemption,2022,2.3,NA
Iowa,Exemption,Any Exemption,2010,1.4,NA
Iowa,Exemption,Any Exemption,2011,NA,NA
Iowa,Exemption,Medical Exemption,2018,0.2,NA
Iowa,Exemption,Medical Exemption,2017,0.2,NA
Iowa,Exemption,Medical Exemption,2016,0.3,NA
Iowa,Exemption,Medical Exemption,2015,0.3,NA
Iowa,Exemption,Medical Exemption,2022,0.1,NA
Iowa,Exemption,Medical Exemption,2021,0.2,NA
Iowa,Exemption,Medical Exemption,2019,0.2,NA
Iowa,Exemption,Medical Exemption,2020,0.2,NA
Iowa,Exemption,Medical Exemption,2010,0.5,NA
Iowa,Exemption,Any Exemption,2024,3.4,NA
Iowa,Exemption,Non-Medical Exemption,2024,3.2,NA
Iowa,Exemption,Medical Exemption,2024,0.2,NA
Iowa,Exemption,Non-Medical Exemption,2013,1.2,NA
Iowa,Exemption,Non-Medical Exemption,2012,1,NA
Iowa,Exemption,Non-Medical Exemption,2011,NA,NA
Iowa,Exemption,Non-Medical Exemption,2010,0.8,NA
Iowa,Exemption,Non-Medical Exemption,2015,1.4,NA
Iowa,Exemption,Non-Medical Exemption,2014,1.2,NA
Iowa,Exemption,Non-Medical Exemption,2016,1.5,NA
Iowa,Exemption,Non-Medical Exemption,2020,2.3,NA
Iowa,Exemption,Non-Medical Exemption,2021,2.1,NA
Iowa,Exemption,Non-Medical Exemption,2019,2.1,NA
Iowa,Exemption,Non-Medical Exemption,2018,1.8,NA
Iowa,Exemption,Non-Medical Exemption,2017,1.6,NA
Iowa,Exemption,Any Exemption,2012,1.5,NA
Iowa,Exemption,Any Exemption,2018,2,NA
Iowa,Exemption,Any Exemption,2017,1.8,NA
Iowa,Exemption,Any Exemption,2016,1.8,NA
Iowa,Exemption,Any Exemption,2015,1.8,NA
Iowa,Exemption,Any Exemption,2013,1.7,NA
Iowa,Exemption,Any Exemption,2014,1.7,NA
Iowa,Exemption,Medical Exemption,2013,0.5,NA
Iowa,Exemption,Medical Exemption,2014,0.5,NA
Iowa,Exemption,Medical Exemption,2012,0.5,NA
Iowa,Exemption,Medical Exemption,2011,NA,NA
Iowa,Exemption,Any Exemption,2025,3.9,NA
Iowa,Exemption,Non-Medical Exemption,2025,3.8,NA
Iowa,Exemption,Medical Exemption,2025,0.2,NA
Michigan,Exemption,Non-Medical Exemption,2023,5.2,NA
Michigan,Exemption,Medical Exemption,2023,0.2,NA
Michigan,Exemption,Any Exemption,2023,5.4,NA
Michigan,Exemption,Any Exemption,2020,4.4,NA
Michigan,Exemption,Any Exemption,2021,3.7,NA
Michigan,Exemption,Any Exemption,2012,5.5,NA
Michigan,Exemption,Medical Exemption,2020,0.2,NA
Michigan,Exemption,Medical Exemption,2019,0.2,NA
Michigan,Exemption,Medical Exemption,2021,0.2,NA
Michigan,Exemption,Medical Exemption,2015,0.3,NA
Michigan,Exemption,Medical Exemption,2016,0.2,NA
Michigan,Exemption,Medical Exemption,2017,0.2,NA
Michigan,Exemption,Medical Exemption,2018,0.2,NA
Michigan,Exemption,Any Exemption,2022,4.5,NA
Michigan,Exemption,Any Exemption,2019,4.5,NA
Michigan,Exemption,Medical Exemption,2022,0.2,NA
Michigan,Exemption,Any Exemption,2017,3.7,NA
Michigan,Exemption,Any Exemption,2018,4.2,NA
Michigan,Exemption,Any Exemption,2013,5.9,NA
Michigan,Exemption,Any Exemption,2014,5.9,NA
Michigan,Exemption,Any Exemption,2015,5.3,NA
Michigan,Exemption,Any Exemption,2016,3.6,NA
Michigan,Exemption,Any Exemption,2011,NA,NA
Michigan,Exemption,Any Exemption,2010,4.4,NA
